Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10,Real_Price,Log_Return
1967-08-01,94.49,2.91,5.31,33.5,5.28,863.46,26.62,48.52,25.37,863.46,0.012797824938222289
1967-09-01,95.81,2.92,5.3,33.6,5.3,872.92,26.6,48.29,25.58,872.92,0.010896340200661827
1967-01-01,95.66,2.92,5.31,33.7,5.48,868.97,26.52,48.24,25.4,868.97,-0.004535311380905791
1967-11-01,92.66,2.92,5.32,33.8,5.75,839.22,26.45,48.18,24.46,839.22,-0.03483571321062564
1967-12-01,95.3,2.92,5.33,33.9,5.7,860.59,26.37,48.13,25.02,860.59,0.025145311517581807
1968-01-01,95.04,2.93,5.36667,34.1,5.53,853.21,26.3,48.18,24.74,853.21,-0.008612493426998514
1968-02-01,90.75,2.94,5.40333,34.2,5.56,812.31,26.32,48.37,23.49,812.31,-0.04912366640607972
1968-03-01,89.09,2.95,5.44,34.3,5.74,795.13,26.33,48.55,22.92,795.13,-0.021376417405127697
1968-04-01,95.67,2.96,5.48333,34.4,5.64,851.37,26.37,48.8,24.47,851.37,0.06834119339285542
1968-05-01,97.87,2.98,5.52667,34.5,5.87,868.43,26.41,49.04,24.87,868.43,0.019840167007959725
1968-06-01,100.5,2.99,5.57,34.7,5.72,886.62,26.38,49.14,25.3,886.62,0.020729496444138917
1968-07-01,100.3,3.0,5.6,34.9,5.5,879.79,26.34,49.12,25.01,879.79,-0.007733237513169546
1968-08-01,98.11,3.02,5.63,35.0,5.42,858.12,26.39,49.24,24.3,858.12,-0.024939292782123073
1968-09-01,101.3,3.03,5.66,35.1,5.46,883.5,26.43,49.36,24.92,883.5,0.029147341911446155
1968-01-01,103.8,3.04,5.69333,35.3,5.58,900.17,26.39,49.37,25.29,900.17,0.018692342616188524
1968-11-01,105.4,3.06,5.72667,35.4,5.7,911.46,26.43,49.52,25.51,911.46,0.012464075071686797
1968-12-01,106.5,3.07,5.76,35.5,6.03,918.38,26.47,49.67,25.6,918.38,0.007563538877068931
1969-01-01,102.0,3.08,5.78,35.6,6.04,877.11,26.49,49.7,24.36,877.11,-0.045978836223824496
1969-02-01,101.5,3.09,5.8,35.8,6.19,867.93,26.42,49.6,24.02,867.93,-0.010521345853806818
1969-03-01,99.3,3.1,5.82,36.1,6.3,842.06,26.29,49.35,23.22,842.06,-0.03025979563616921
1969-04-01,101.3,3.11,5.82667,36.3,6.17,854.29,26.23,49.14,23.48,854.29,0.01441944398829373
1969-05-01,104.6,3.12,5.83333,36.4,6.32,879.7,26.24,49.06,24.11,879.7,0.0293102256594405
1969-06-01,99.14,3.13,5.84,36.6,6.57,829.22,26.18,48.85,22.66,829.22,-0.059095440354496404
1969-07-01,94.71,3.14,5.85667,36.8,6.72,787.86,26.09,48.72,21.48,787.86,-0.051165090805163765
1969-08-01,94.18,3.14,5.87333,37.0,6.69,779.22,26.01,48.59,21.19,779.22,-0.011026989748914764
1969-09-01,94.51,3.15,5.89,37.1,7.16,779.84,25.99,48.6,21.16,779.84,0.0007953510867875584
1969-01-01,95.52,3.15,5.85333,37.3,7.1,783.95,25.88,48.04,21.22,783.95,0.00525647236961806
1969-11-01,96.21,3.16,5.81667,37.5,7.14,785.4,25.77,47.48,21.22,785.4,0.0018478993374496475
1969-12-01,91.11,3.16,5.78,37.7,7.65,739.82,25.66,46.93,19.95,739.82,-0.05978622877737283
1970-01-01,90.31,3.16,5.73,37.8,7.79,731.39,25.62,46.41,19.68,731.39,-0.01146008015380223
1970-02-01,87.16,3.17,5.68,38.0,7.24,702.16,25.51,45.76,18.87,702.16,-0.040785534928871936
1970-03-01,88.65,3.17,5.63,38.2,7.07,710.42,25.4,45.12,19.06,710.42,0.011695046150958814
1970-04-01,85.95,3.17,5.59333,38.5,7.39,683.42,25.23,44.47,18.31,683.42,-0.038746739744335706
1970-05-01,76.06,3.18,5.55667,38.6,7.91,603.21,25.19,44.07,16.15,603.21,-0.12484420988481953
1970-06-01,75.59,3.18,5.52,38.8,7.84,596.4,25.09,43.55,15.96,596.4,-0.011353811915082302
1970-07-01,75.72,3.18,5.46667,39.0,7.46,594.36,24.99,42.91,15.89,594.36,-0.0034263865024366097
1970-08-01,77.92,3.19,5.41333,39.0,7.53,611.63,25.01,42.49,16.34,611.63,0.028642328131523585
1970-09-01,82.58,3.19,5.36,39.2,7.39,644.9,24.91,41.86,17.22,644.9,0.052967741496661544
1970-01-01,84.37,3.17,5.28333,39.4,7.33,655.53,24.66,41.05,17.49,655.53,0.0163488027305535
1970-11-01,84.28,3.16,5.20667,39.6,6.84,651.53,24.4,40.25,17.37,651.53,-0.0061206256596407944
1970-12-01,90.05,3.14,5.13,39.8,6.39,692.63,24.15,39.46,18.45,692.63,0.061172502987766796
1971-01-01,93.49,3.13,5.16,39.8,6.24,719.09,24.07,39.69,19.15,719.09,0.03749057766501584
1971-02-01,97.11,3.12,5.19,39.9,6.11,745.06,23.94,39.82,19.82,745.06,0.03547822830936134
1971-03-01,99.6,3.11,5.22,40.0,5.7,762.26,23.8,39.95,20.26,762.26,0.02282295278834998
1971-04-01,103.0,3.11,5.25333,40.1,5.83,786.31,23.72,40.1,20.88,786.31,0.03106341187105304
1971-05-01,101.6,3.1,5.28667,40.3,6.39,771.78,23.57,40.16,20.46,771.78,-0.01865158139011203
1971-06-01,99.72,3.1,5.32,40.6,6.52,751.9,23.37,40.11,19.91,751.9,-0.026096198934697865
1971-07-01,99.0,3.1,5.35667,40.7,6.73,744.63,23.29,40.29,19.69,744.63,-0.009715885668350244
1971-08-01,97.24,3.09,5.39333,40.8,6.58,729.6,23.21,40.47,19.27,729.6,-0.020391011955509224
1971-09-01,99.4,3.09,5.43,40.8,6.14,745.81,23.18,40.74,19.67,745.81,0.021974437315194783
1971-01-01,97.29,3.08,5.52,40.9,5.93,728.19,23.08,41.32,19.18,728.19,-0.023908872919348602
1971-11-01,92.78,3.08,5.61,40.9,5.81,694.44,23.03,41.99,18.27,694.44,-0.047456237782219954
1971-12-01,99.17,3.07,5.7,41.1,5.93,738.65,22.87,42.46,19.41,738.65,0.0617184303938694
1972-01-01,103.3,3.07,5.73667,41.1,5.95,769.42,22.87,42.73,20.18,769.42,0.04081278849399021
1972-02-01,105.2,3.07,5.77333,41.3,6.08,779.77,22.76,42.79,20.42,779.77,0.013362020143922324
1972-03-01,107.7,3.07,5.81,41.4,6.07,796.38,22.7,42.96,20.82,796.38,0.021077454460636174
1972-04-01,108.8,3.07,5.86333,41.5,6.19,802.57,22.65,43.25,20.95,802.57,0.007742619748245651
1972-05-01,107.7,3.07,5.91667,41.6,6.13,792.55,22.59,43.54,20.65,792.55,-0.012563483370509904
1972-06-01,108.0,3.07,5.97,41.7,6.11,792.85,22.54,43.83,20.63,792.85,0.00037845339167496287
1972-07-01,107.2,3.07,6.02667,41.9,6.11,783.22,22.45,44.03,20.35,783.22,-0.012220421483829385
1972-08-01,111.0,3.08,6.08333,42.0,6.21,809.05,22.43,44.34,20.98,809.05,0.03244709269406989
1972-09-01,109.4,3.08,6.14,42.1,6.55,795.5,22.4,44.65,20.6,795.5,-0.01688987206797551
1972-01-01,109.6,3.1,6.23333,42.3,6.48,793.18,22.46,45.11,20.5,793.18,-0.0029206657718217933
1972-11-01,115.1,3.13,6.32667,42.4,6.28,831.02,22.57,45.68,21.44,831.02,0.046603679948501855
1972-12-01,117.5,3.15,6.42,42.5,6.36,846.35,22.69,46.24,21.8,846.35,0.01827912368058481
1973-01-01,118.4,3.16,6.54667,42.6,6.46,850.83,22.68,47.04,21.87,850.83,0.005279358000212445
1973-02-01,114.2,3.16,6.67333,42.9,6.64,814.91,22.57,47.62,20.91,814.91,-0.04313466594008917
1973-03-01,112.4,3.17,6.8,43.3,6.71,794.66,22.41,48.08,20.35,794.66,-0.025163327475033862
1973-04-01,110.3,3.19,6.94333,43.6,6.67,774.45,22.37,48.75,19.79,774.45,-0.02576125022642771
1973-05-01,107.2,3.2,7.08667,43.9,6.85,747.54,22.34,49.42,19.06,747.54,-0.03536528445494102
1973-06-01,104.8,3.22,7.23,44.2,6.9,725.84,22.3,50.07,18.47,725.84,-0.02945821067745335
1973-07-01,105.8,3.24,7.38333,44.3,7.13,731.11,22.37,51.02,18.57,731.11,0.007234322363776232
1973-08-01,103.8,3.25,7.53667,45.1,7.4,704.57,22.08,51.16,17.85,704.57,-0.03697623957330394
1973-09-01,105.6,3.27,7.69,45.2,7.09,715.2,22.15,52.08,18.08,715.2,0.014974536207458493
1973-01-01,109.8,3.31,7.84667,45.6,6.79,737.12,22.2,52.68,18.59,737.12,0.030188477328302397
1973-11-01,102.0,3.34,8.00333,45.9,6.73,680.28,22.3,53.38,17.12,680.28,-0.08024622306339431
1973-12-01,94.78,3.38,8.16,46.2,6.74,628.03,22.4,54.07,15.77,628.03,-0.07991654209636065
1974-01-01,96.11,3.4,8.22667,46.6,6.99,631.37,22.34,54.04,15.82,631.37,0.005304125505091283
1974-02-01,93.45,3.42,8.29333,47.2,6.96,606.09,22.18,53.79,15.15,606.09,-0.040863571639382534
1974-03-01,97.44,3.44,8.36,47.8,7.21,624.04,22.03,53.54,15.57,624.04,0.029185978985487627
1974-04-01,92.46,3.46,8.48667,48.0,7.51,589.68,22.07,54.13,14.69,589.68,-0.05663445199801531
1974-05-01,89.67,3.48,8.61333,48.6,7.58,564.82,21.92,54.25,14.05,564.82,-0.043072920564074725
1974-06-01,89.79,3.5,8.74,49.0,7.54,560.96,21.87,54.6,13.93,560.96,-0.0068574945840888185
1974-07-01,79.31,3.53,8.86333,49.4,7.81,491.48,21.88,54.93,12.19,491.48,-0.1322283547334992
1974-08-01,76.03,3.56,8.98667,50.0,8.04,465.5,21.8,55.02,11.53,465.5,-0.05430915028224877
1974-09-01,68.12,3.59,9.11,50.6,8.04,412.12,21.72,55.12,10.21,412.12,-0.12179752764025449
1974-01-01,69.44,3.59,9.03667,51.1,7.9,416.0,21.53,54.14,10.3,416.0,0.00937069118439589
1974-11-01,71.74,3.6,8.96333,51.5,7.68,426.44,21.38,53.28,10.55,426.44,0.024786416821011063
1974-12-01,67.07,3.6,8.89,51.9,7.43,395.61,21.23,52.44,9.79,395.61,-0.07504279959455695
1975-01-01,72.56,3.62,8.74333,52.1,7.5,426.35,21.29,51.37,10.55,426.35,0.07483172770034117
1975-02-01,80.1,3.65,8.59667,52.5,7.39,467.06,21.26,50.13,11.56,467.06,0.09119712388542185
1975-03-01,83.78,3.67,8.45,52.7,7.73,486.67,21.32,49.08,12.04,486.67,0.041128546252403926
1975-04-01,84.72,3.68,8.28667,52.9,8.23,490.27,21.32,47.95,12.13,490.27,0.007369984430950532
1975-05-01,90.1,3.7,8.12333,53.2,8.06,518.46,21.27,46.74,12.84,518.46,0.055906619324527944
1975-06-01,92.4,3.71,7.96,53.6,7.86,527.73,21.19,45.46,13.07,527.73,0.017721910197560944
1975-07-01,92.49,3.71,7.89333,54.2,8.06,522.39,20.95,44.58,12.95,522.39,-0.01017035391952285
1975-08-01,85.71,3.71,7.82667,54.3,8.4,483.21,20.92,44.12,12.0,483.21,-0.07796309358870356
1975-09-01,84.67,3.71,7.76,54.6,8.43,474.72,20.8,43.51,11.81,474.72,-0.017726185228185767
1975-01-01,88.57,3.7,7.82667,54.9,8.14,493.87,20.63,43.64,12.3,493.87,0.039547168118559115
1975-11-01,90.07,3.69,7.89333,55.3,8.05,498.61,20.43,43.7,12.44,498.61,0.009551902384504757
1975-12-01,88.7,3.68,7.96,55.5,8.0,489.25,20.3,43.91,12.23,489.25,-0.018950620769390122
1976-01-01,96.86,3.68,8.19333,55.6,7.74,533.3,20.28,45.11,13.34,533.3,0.08621051133037079
1976-02-01,100.6,3.69,8.42667,55.8,7.79,551.91,20.23,46.23,13.83,551.91,0.03430087189924519
1976-03-01,101.1,3.69,8.66,55.9,7.73,553.66,20.21,47.43,13.88,553.66,0.003165790427697557
1976-04-01,101.9,3.71,8.85667,56.1,7.56,556.05,20.26,48.33,13.95,556.05,0.004307438331351713
1976-05-01,101.2,3.74,9.05333,56.5,7.9,548.32,20.25,49.05,13.76,548.32,-0.013999160138552137
1976-06-01,101.8,3.76,9.25,56.8,7.86,548.66,20.26,49.85,13.78,548.66,0.0006198837004998743
1976-07-01,104.2,3.79,9.35,57.1,7.83,558.64,20.32,50.13,14.03,558.64,0.01802631671098122
1976-08-01,103.3,3.82,9.45,57.4,7.77,550.92,20.37,50.4,13.84,550.92,-0.013915650488648948
1976-09-01,105.5,3.85,9.55,57.6,7.59,560.7,20.46,50.76,14.09,560.7,0.017596395080495902
1976-01-01,101.9,3.92,9.67,57.9,7.41,538.76,20.71,51.13,13.54,538.76,-0.03991580039901279
1976-11-01,101.2,3.98,9.79,58.0,7.29,534.14,21.02,51.67,13.43,534.14,-0.008612225846922896
1976-12-01,104.7,4.05,9.91,58.2,6.87,550.71,21.3,52.13,13.85,550.71,0.030550377926977467
1977-01-01,103.8,4.1,9.96667,58.5,7.21,543.18,21.44,52.16,13.66,543.18,-0.01376759809526471
1977-02-01,101.0,4.14,10.0233,59.1,7.39,523.16,21.46,51.92,13.15,523.16,-0.037553412094452385
1977-03-01,100.6,4.19,10.08,59.5,7.46,517.59,21.56,51.86,13.02,517.59,-0.0107039215590693
1977-04-01,99.05,4.25,10.1933,60.0,7.37,505.37,21.67,52.01,12.71,505.37,-0.02389258879322386
1977-05-01,98.76,4.3,10.3067,60.3,7.46,501.38,21.85,52.32,12.61,501.38,-0.007926537652749657
1977-06-01,99.29,4.36,10.42,60.7,7.28,500.75,21.99,52.55,12.6,500.75,-0.001257322069981062
1977-07-01,100.2,4.41,10.5167,61.0,7.33,502.85,22.11,52.78,12.65,502.85,0.0041849403445617306
1977-08-01,97.75,4.45,10.6133,61.2,7.4,488.95,22.28,53.09,12.3,488.95,-0.02803168013220541
1977-09-01,96.23,4.5,10.71,61.4,7.34,479.78,22.44,53.4,12.07,479.78,-0.01893256925650805
1977-01-01,93.74,4.56,10.77,61.6,7.52,465.85,22.64,53.52,11.72,465.85,-0.029463971605342084
1977-11-01,94.28,4.61,10.83,61.9,7.58,466.26,22.82,53.56,11.72,466.26,0.0008797245527718335
1977-12-01,93.82,4.67,10.89,62.1,7.69,462.49,23.02,53.68,11.63,462.49,-0.008118483352098183
1978-01-01,90.25,4.71,10.9,62.5,7.96,442.05,23.09,53.39,11.12,442.05,-0.04520193724529425
1978-02-01,88.98,4.76,10.91,62.9,8.03,433.06,23.15,53.1,10.89,433.06,-0.02054671131966973
1978-03-01,88.82,4.8,10.92,63.4,8.04,428.87,23.18,52.73,10.79,428.87,-0.009722443830116832
1978-04-01,92.71,4.84,11.0233,63.9,8.15,444.15,23.17,52.81,11.18,444.15,0.03500850051368303
1978-05-01,97.41,4.87,11.1267,64.5,8.35,462.32,23.13,52.81,11.64,462.32,0.04009494879381267
1978-06-01,97.66,4.91,11.23,65.2,8.46,458.53,23.05,52.73,11.55,458.53,-0.008231571701047649
1978-07-01,97.19,4.95,11.3433,65.7,8.64,452.85,23.05,52.85,11.41,452.85,-0.012464775487517323
1978-08-01,103.9,4.98,11.4567,66.0,8.41,481.92,23.11,53.14,12.14,481.92,0.06221718035051654
1978-09-01,103.9,5.02,11.57,66.5,8.42,478.3,23.11,53.26,12.05,478.3,-0.00753997448522288
1978-01-01,100.6,5.04,11.8233,67.1,8.64,458.96,22.98,53.94,11.57,458.96,-0.04127509039263568
1978-11-01,94.71,5.05,12.0767,67.4,8.81,430.17,22.95,54.85,10.84,430.17,-0.064782580898558
1978-12-01,96.11,5.07,12.33,67.7,9.01,434.59,22.93,55.75,10.95,434.59,0.010222578498486371
1979-01-01,99.71,5.11,12.6533,68.3,9.1,446.91,22.92,56.71,11.26,446.91,0.027954174166067342
1979-02-01,98.23,5.16,12.9767,69.1,9.1,435.18,22.85,57.49,10.96,435.18,-0.02659749345623529
1979-03-01,100.1,5.2,13.3,69.8,9.12,439.02,22.81,58.33,11.05,439.02,0.008785231520617644
1979-04-01,102.1,5.25,13.5267,70.6,9.18,442.71,22.75,58.65,11.13,442.71,0.008369958019474214
1979-05-01,99.73,5.29,13.7533,71.5,9.25,426.99,22.66,58.88,10.73,426.99,-0.036154334392824165
1979-06-01,101.7,5.34,13.98,72.3,8.91,430.61,22.61,59.19,10.81,430.61,0.008442214319156403
1979-07-01,102.7,5.4,14.1967,73.1,8.95,430.09,22.6,59.45,10.78,430.09,-0.0012083189572864486
1979-08-01,107.4,5.45,14.4133,73.8,9.03,445.5,22.62,59.79,11.16,445.5,0.03520275779835044
1979-09-01,108.6,5.51,14.63,74.6,9.33,445.65,22.61,60.04,11.14,445.65,0.00033664366586230477
1979-01-01,104.5,5.56,14.7067,75.2,10.3,425.4,22.62,59.87,10.62,425.4,-0.046503987810589495
1979-11-01,103.7,5.6,14.7833,75.9,10.65,418.25,22.6,59.63,10.43,418.25,-0.01695056289920338
1979-12-01,107.8,5.65,14.86,76.7,10.39,430.25,22.55,59.31,10.72,430.25,0.028287095224715456
1980-01-01,110.9,5.7,15.0033,77.8,10.8,436.37,22.43,59.03,10.85,436.37,0.01412407223296052
1980-02-01,115.3,5.75,15.1467,78.9,12.41,447.36,22.31,58.77,11.11,447.36,0.024873132280781522
1980-03-01,104.7,5.8,15.29,80.1,12.75,400.14,22.17,58.44,9.92,400.14,-0.11154915373312092
1980-04-01,103.0,5.85,15.1733,81.0,11.47,389.27,22.1,57.35,9.64,389.27,-0.02754129561748395
1980-05-01,107.7,5.89,15.0567,81.8,10.18,403.06,22.06,56.35,9.97,403.06,0.03481224398455718
1980-06-01,114.6,5.94,14.94,82.7,9.78,424.21,21.99,55.3,10.48,424.21,0.051143181399331626
1980-07-01,119.8,5.98,14.84,82.7,10.25,443.46,22.15,54.93,10.95,443.46,0.04437899038617564
1980-08-01,123.5,6.03,14.74,83.3,11.1,453.86,22.15,54.17,11.19,453.86,0.023181174416625896
1980-09-01,126.5,6.07,14.64,84.0,11.51,461.01,22.12,53.35,11.35,461.01,0.015630954293874226
1980-01-01,130.2,6.1,14.7,84.8,11.75,470.02,22.02,53.07,11.56,470.02,0.01935551225488158
1980-11-01,135.7,6.13,14.76,85.5,12.68,485.87,21.95,52.85,11.93,485.87,0.033165851416573466
1980-12-01,133.5,6.16,14.82,86.3,12.84,473.56,21.85,52.57,11.61,473.56,-0.025662477863370205
1981-01-01,133.0,6.2,14.74,87.0,12.57,467.99,21.82,51.87,11.45,467.99,-0.01183169237544496
1981-02-01,128.4,6.24,14.66,87.9,13.19,447.18,21.73,51.06,10.93,447.18,-0.04548573004633306
1981-03-01,133.2,6.28,14.58,88.5,13.12,460.75,21.72,50.43,11.25,460.75,0.02989439842827509
1981-04-01,134.4,6.32,14.7233,89.1,13.68,461.77,21.7,50.59,11.27,461.77,0.002211335072735902
1981-05-01,131.7,6.35,14.8667,89.8,14.1,448.96,21.66,50.68,10.94,448.96,-0.02813313470857251
1981-06-01,132.3,6.39,15.01,90.6,13.47,447.03,21.59,50.72,10.89,447.03,-0.0043080904586176175
1981-07-01,129.1,6.43,15.0967,91.6,14.28,431.45,21.5,50.45,10.5,431.45,-0.03547407750116196
1981-08-01,129.6,6.48,15.1833,92.3,14.94,429.84,21.48,50.36,10.45,429.84,-0.003738582533750525
1981-09-01,118.3,6.52,15.27,93.2,15.32,388.57,21.42,50.16,9.45,388.57,-0.10093971266318272
1981-01-01,119.8,6.56,15.3,93.4,15.15,392.66,21.49,50.15,9.54,392.66,0.010470763713219899
1981-11-01,122.9,6.59,15.33,93.7,13.39,401.53,21.54,50.08,9.76,401.53,0.022338152925575238
1981-12-01,123.8,6.63,15.36,94.0,13.72,403.18,21.59,50.02,9.8,403.18,0.004100861956099287
1982-01-01,117.3,6.66,15.1767,94.3,14.59,380.79,21.62,49.27,9.25,380.79,-0.057135070284082025
1982-02-01,114.5,6.69,14.9933,94.6,14.43,370.52,21.65,48.52,9.01,370.52,-0.027340617682368805
1982-03-01,110.8,6.72,14.81,94.5,13.86,358.93,21.77,47.98,8.73,358.93,-0.03178004098222685
1982-04-01,116.3,6.75,14.5967,94.9,13.87,375.16,21.77,47.09,9.14,375.16,0.04422521823713807
1982-05-01,116.4,6.78,14.3833,95.8,13.62,371.95,21.67,45.96,9.07,371.95,-0.008593165003387448
1982-06-01,109.7,6.81,14.17,97.0,14.3,346.21,21.49,44.72,8.45,346.21,-0.07171390927485566
1982-07-01,109.4,6.82,13.9667,97.5,13.95,343.49,21.42,43.85,8.4,343.49,-0.007887528205369327
1982-08-01,109.7,6.84,13.7633,97.7,13.06,343.73,21.42,43.13,8.42,343.73,0.0006984663128463656
1982-09-01,122.4,6.85,13.56,97.9,12.34,382.74,21.42,42.4,9.39,382.74,0.10749944201194737
1982-01-01,132.7,6.86,13.2533,98.2,10.91,413.68,21.37,41.32,10.17,413.68,0.07773682060604709
1982-11-01,138.1,6.86,12.9467,98.0,10.55,431.39,21.44,40.44,10.62,431.39,0.041919825255352434
1982-12-01,139.4,6.87,12.64,97.6,10.54,437.24,21.55,39.65,10.78,437.24,0.013469690082316143
1983-01-01,144.3,6.88,12.5667,97.8,10.46,451.68,21.55,39.34,11.16,451.68,0.03249172107954441
1983-02-01,146.8,6.9,12.4933,97.9,10.72,459.03,21.57,39.07,11.36,459.03,0.0161416028966525
1983-03-01,151.9,6.91,12.42,97.9,10.51,474.98,21.61,38.84,11.78,474.98,0.03415713048320026
1983-04-01,157.7,6.92,12.4767,98.6,10.4,489.62,21.48,38.74,12.17,489.62,0.030356882151961848
1983-05-01,164.1,6.93,12.5333,99.2,10.38,506.41,21.39,38.68,12.61,506.41,0.03371703783338576
1983-06-01,166.4,6.94,12.59,99.5,10.85,511.96,21.35,38.74,12.77,511.96,0.010899879117211525
1983-07-01,167.0,6.96,12.8267,99.9,11.38,511.74,21.33,39.31,12.79,511.74,-0.0004298134285178742
1983-08-01,162.4,6.98,13.0633,100.2,11.85,496.16,21.33,39.91,12.42,496.16,-0.03091822820693429
1983-09-01,167.2,7.0,13.3,100.7,11.65,508.29,21.28,40.43,12.75,508.29,0.024153695485985706
1983-01-01,167.7,7.03,13.5433,101.0,11.54,508.29,21.31,41.05,12.77,508.29,0.0
1983-11-01,165.2,7.06,13.7867,101.2,11.69,499.73,21.36,41.7,12.58,499.73,-0.016984198268442125
1983-12-01,164.4,7.09,14.03,101.3,11.83,496.82,21.43,42.4,12.53,496.82,-0.005840165111777641
1984-01-01,166.4,7.12,14.44,101.9,11.67,499.9,21.39,43.38,12.63,499.9,0.006180290961619773
1984-02-01,157.3,7.15,14.85,102.4,11.84,470.25,21.38,44.39,11.9,470.25,-0.06114361023838484
1984-03-01,157.4,7.18,15.26,102.6,12.32,469.63,21.42,45.53,11.9,469.63,-0.0013193175510298365
1984-04-01,157.6,7.22,15.5733,103.1,12.63,467.95,21.45,46.24,11.88,467.95,-0.0035836980268445255
1984-05-01,156.6,7.27,15.8867,103.4,13.41,463.63,21.51,47.03,11.78,463.63,-0.00927463227361036
1984-06-01,153.1,7.31,16.2,103.7,13.56,451.96,21.58,47.82,11.5,451.96,-0.025493139988609678
1984-07-01,151.1,7.33,16.32,104.1,13.36,444.34,21.57,47.99,11.32,444.34,-0.017003645192063977
1984-08-01,164.4,7.36,16.44,104.5,12.72,481.6,21.55,48.16,12.27,481.6,0.08052385884562986
1984-09-01,166.1,7.38,16.56,105.0,12.52,484.26,21.52,48.28,12.35,484.26,0.005508058569724713
1984-01-01,164.8,7.43,16.5867,105.3,12.16,479.11,21.6,48.22,12.23,479.11,-0.010691736423873329
1984-11-01,166.3,7.48,16.6133,105.3,11.57,483.47,21.75,48.3,12.35,483.47,0.00905904925805282
1984-12-01,164.5,7.53,16.64,105.3,11.5,478.23,21.89,48.38,12.22,478.23,-0.010897477084850437
1985-01-01,171.6,7.57,16.5567,105.5,11.38,497.93,21.98,48.04,12.73,497.93,0.040367716582193285
1985-02-01,180.9,7.62,16.4733,106.0,11.51,522.44,22.0,47.57,13.36,522.44,0.04805063981346236
1985-03-01,179.4,7.66,16.39,106.4,11.86,516.16,22.04,47.16,13.2,516.16,-0.012093349772476558
1985-04-01,180.6,7.69,16.13,106.9,11.43,517.18,22.01,46.19,13.22,517.18,0.0019741814529164185
1985-05-01,184.9,7.71,15.87,107.3,10.85,527.52,22.01,45.28,13.49,527.52,0.019795802933660456
1985-06-01,188.9,7.74,15.61,107.6,10.16,537.43,22.02,44.41,13.74,537.43,0.018611739639261413
1985-07-01,192.5,7.77,15.4833,107.8,10.31,546.66,22.07,43.97,13.98,546.66,0.017028517991139632
1985-08-01,188.3,7.81,15.3567,108.0,10.33,533.74,22.13,43.53,13.65,533.74,-0.023918207949494466
1985-09-01,184.1,7.84,15.23,108.3,10.37,520.39,22.16,43.05,13.31,520.39,-0.02533029853830866
1985-01-01,186.2,7.86,15.0233,108.7,10.24,524.39,22.14,42.31,13.41,524.39,0.007657151829040215
1985-11-01,197.5,7.88,14.8167,109.0,9.78,554.68,22.13,41.61,14.19,554.68,0.056155688590604214
1985-12-01,207.3,7.9,14.61,109.3,9.26,580.61,22.13,40.92,14.85,580.61,0.045687904118374895
1986-01-01,208.2,7.94,14.58,109.6,9.19,581.53,22.18,40.72,14.88,581.53,0.0015832863375971709
1986-02-01,219.4,7.98,14.55,109.3,8.7,614.5,22.35,40.75,15.73,614.5,0.055146367664453994
1986-03-01,232.3,8.02,14.52,108.8,7.78,653.62,22.57,40.85,16.73,653.62,0.06171721382674255
1986-04-01,238.0,8.05,14.5833,108.6,7.3,670.89,22.68,41.11,17.18,670.89,0.02607904627390328
1986-05-01,238.5,8.07,14.6467,108.9,7.71,670.44,22.69,41.17,17.18,670.44,-0.00067097584767771
1986-06-01,245.3,8.1,14.71,109.5,7.8,685.78,22.65,41.12,17.58,685.78,0.022622663323224018
1986-07-01,240.2,8.14,14.7567,109.5,7.3,671.52,22.77,41.26,17.23,671.52,-0.021013076997001074
1986-08-01,245.0,8.19,14.8033,109.7,7.17,683.69,22.85,41.31,17.55,683.69,0.017960798929418435
1986-09-01,238.3,8.23,14.85,110.2,7.45,661.98,22.86,41.25,17.01,661.98,-0.0322692545144293
1986-01-01,237.4,8.25,14.7267,110.3,7.43,658.88,22.89,40.87,16.94,658.88,-0.004693920160845108
1986-11-01,245.1,8.26,14.6033,110.4,7.25,679.64,22.91,40.49,17.49,679.64,0.031021822378133293
1986-12-01,248.6,8.28,14.48,110.5,7.11,688.72,22.94,40.12,17.74,688.72,0.013271556132141298
1987-01-01,264.5,8.3,14.6867,111.2,7.08,728.15,22.85,40.43,18.78,728.15,0.05567226857889009
1987-02-01,280.9,8.32,14.8933,111.6,7.25,770.53,22.82,40.85,19.89,770.53,0.05657151882960685
1987-03-01,292.5,8.34,15.1,112.1,7.25,798.77,22.78,41.24,20.63,798.77,0.03599445474370541
1987-04-01,289.3,8.4,14.8733,112.7,8.02,785.83,22.82,40.4,20.3,785.83,-0.01633256045294328
1987-05-01,289.1,8.46,14.6467,113.1,8.61,782.51,22.9,39.64,20.23,782.51,-0.004233782163592135
1987-06-01,301.4,8.52,14.42,113.5,8.4,812.92,22.98,38.89,21.04,812.92,0.03812600183674017
1987-07-01,310.1,8.57,14.9,113.8,8.45,834.18,23.04,40.08,21.61,834.18,0.025816502687400572
1987-08-01,329.4,8.61,15.38,114.4,8.76,881.45,23.05,41.16,22.85,881.45,0.055119072322245534
1987-09-01,318.7,8.66,15.86,115.0,9.42,848.37,23.05,42.22,22.01,848.37,-0.03825141734535363
1987-01-01,280.2,8.71,16.4067,115.3,9.52,743.95,23.13,43.56,19.31,743.95,-0.13134303311269238
1987-11-01,245.0,8.76,16.9533,115.4,8.86,649.92,23.24,44.97,16.89,649.92,-0.13512454988168662
